#{"t_start": 1765153653.31752, "env_id": "BipedalWalker-v3"}
r,l,t
-119.770502,139,1484.957456
-111.186297,60,1484.999288
-109.565209,54,1485.041206
-95.087378,148,1485.296676
-119.299175,65,1485.349027
-93.799342,107,1485.64206
-115.652,59,1485.688408
-119.449224,124,1485.765526
-100.941194,129,1485.891556
-125.084436,177,1486.112786
-111.394284,64,1486.17807
-122.808182,152,1486.275693
-120.142578,86,1486.440091
-94.286787,134,1486.564479
-116.290795,70,1486.923473
-102.437028,75,1487.006099
-102.573026,262,1487.594031
-101.40884,156,1487.81021
-100.04609,151,1487.918266
-110.931387,61,1487.957717
-112.506867,93,1488.087702
-121.868684,163,1488.201411
-110.859816,65,1488.371854
-115.859507,62,1488.42615
-93.486061,112,1488.54125
-110.802903,72,1488.676163
-10.461607,1600,1490.596617
-119.105297,87,1490.666687
-117.74866,88,1490.776468
-113.930499,51,1490.816447
-115.753207,66,1490.872735
-114.988817,161,1491.040378
-119.46515,125,1491.130517
-112.898508,82,1491.188623
-93.420067,126,1491.350914
-4.340942,1600,1493.239145
-117.404059,71,1493.315509
-112.376021,81,1493.407568
-118.237619,92,1493.48784
-112.355919,77,1493.570864
-110.852925,53,1493.648789
-112.252763,76,1493.702197
-111.527891,74,1493.757947
-109.47352,58,1493.808827
-111.87313,57,1494.073467
-4.929816,1600,1495.847622
-111.71359,70,1495.89308
-5.92275,1600,1497.644162
-6.500483,1600,1499.24859
-6.809444,1600,1500.774654
-3.255497,1600,1502.325293
-99.473739,168,1502.493248
-119.683429,58,1502.539044
-119.596974,63,1502.591398
-95.028675,155,1502.823595
-116.906086,75,1502.888181
-8.334006,1600,1504.630574
-95.581091,142,1504.859923
-119.976508,104,1504.925494
-120.65657,72,1505.006903
-120.360115,65,1505.04834
-112.598653,63,1505.099892
-115.70088,62,1505.147944
-119.296767,78,1505.416595
-115.203817,70,1505.455086
-111.263137,52,1505.485467
-117.415252,91,1505.851057
-113.463805,61,1505.885252
-119.252682,74,1505.925916
-109.581877,47,1505.956743
-120.840516,111,1506.155948
-117.472912,68,1506.195043
-112.146019,58,1506.237786
-121.844123,81,1506.322941
-118.848596,95,1506.388331
-114.993762,69,1506.440303
-119.162022,81,1506.503547
-119.836777,68,1506.587042
-119.231314,94,1506.649875
-112.289484,55,1506.692416
-116.938565,67,1506.776676
-9.297034,1600,1507.920779
-118.693923,86,1507.969079
-117.758416,76,1508.011126
-119.463632,158,1508.124597
-118.211091,68,1508.162186
-9.175758,1600,1509.776568
-119.367686,73,1509.829894
-119.195988,71,1509.883086
-121.228263,95,1510.004224
-10.282561,1600,1511.766897
-116.599116,66,1511.815217
-120.244555,70,1511.875262
-117.432012,71,1512.045938
-119.184375,101,1512.122112
-119.942413,125,1512.246357
-114.090991,62,1512.35092
-115.748431,60,1512.397679
-115.188078,70,1512.450846
-116.031758,65,1512.500025
-114.570273,90,1512.710762
-114.919798,68,1512.754726
-116.119999,62,1512.803231
-117.234038,67,1513.382344
-116.24963,68,1513.443193
-113.699291,60,1513.478674
-115.581791,54,1513.519153
-121.354753,150,1513.759763
-114.149486,66,1513.814192
-117.002643,109,1514.022835
-113.254051,57,1514.070998
-7.943947,1600,1518.90531
-110.531713,74,1518.947204
-111.431605,93,1519.116811
-92.591732,134,1519.230093
-95.30707,180,1519.404771
-113.415387,145,1519.521691
-93.001151,108,1519.648341
-94.37453,102,1519.724781
-118.736292,219,1519.889587
-93.246718,123,1520.067632
-93.058479,98,1520.162456
-92.86942,164,1520.379446
-93.585717,132,1520.50103
-119.289562,113,1520.659821
-119.057254,162,1520.78895
-112.195263,96,1520.972926
-15.477692,1600,1522.608044
-11.821355,1600,1524.262566
-93.288631,100,1524.3946
-94.029699,85,1524.466265
-112.368397,105,1524.551832
-93.99422,92,1524.67642
-17.280068,1600,1526.531841
-100.696441,115,1526.606375
-93.796918,88,1526.833777
-113.000451,112,1526.906069
-14.023535,1600,1528.969068
-120.910114,129,1529.306371
-118.583111,86,1529.367366
-111.478775,74,1529.427794
-94.139258,173,1529.876512
-22.298837,1600,1531.608077
-99.634198,139,1531.771626
-118.760268,104,1531.852895
-110.083115,52,1532.034242
-118.408378,105,1532.109309
-9.990159,1600,1533.682233
-100.553691,106,1533.788212
-8.602379,1600,1535.629762
-9.732229,1600,1537.033679
-9.306551,1600,1538.785488
-12.113944,1600,1540.469791
-16.402719,1600,1542.532977
-10.010846,1600,1545.424459
-101.577954,100,1545.542695
-113.144547,133,1545.635176
-101.629464,79,1545.702687
-98.871509,77,1545.918631
-16.028896,1600,1547.469596
-23.542427,1600,1549.426962
-17.354256,1600,1551.306824
-112.450668,111,1551.892179
-17.459409,1600,1553.451785
-16.721529,1600,1554.976151
-7.796532,1600,1556.587313
-10.773533,1600,1558.218557
-4.40758,1600,1559.99757
-3.339741,1600,1561.480725
-7.156876,1600,1562.993608
-101.370591,104,1563.060232
-109.928047,49,1563.096339
-118.686366,181,1563.273818
-0.146603,1600,1565.646904
-1.331344,1600,1567.429147
-5.175769,1600,1569.644141
-110.454489,58,1569.706435
-100.622657,108,1569.811838
-5.680874,1600,1571.373131
-13.888801,1600,1572.90968
-12.596682,1600,1574.415392
-3.7426,1600,1575.972317
-7.414978,1600,1577.505291
-3.455801,1600,1579.413152
-93.394172,105,1579.487462
-0.747481,1600,1581.093998
-92.23146,106,1581.338455
-119.073302,101,1581.40492
-0.915733,1600,1583.773119
-13.153673,1600,1585.21264
-0.719734,1600,1586.801245
-94.304282,88,1586.866212
-1.553941,1600,1588.922043
-2.131957,1600,1590.488861
-2.763302,1600,1592.046944
-8.767957,1600,1593.990933
-6.414064,1600,1595.813494
-6.000438,1600,1597.583703
-9.832218,1600,1599.454127
-7.79701,1600,1601.048752
-11.523871,1600,1602.683651
-12.232885,1600,1604.397711
-13.253256,1600,1606.579255
-3.663122,1600,1608.773636
-12.238019,1600,1610.562334
-102.965442,114,1610.636184
-12.806696,1600,1612.43665
-105.807168,111,1612.562387
-15.089095,1600,1614.260581
-103.049273,125,1614.368249
-16.462219,1600,1616.925706
-104.027755,148,1617.031079
-16.227999,1600,1618.949054
-14.928939,1600,1620.354832
-102.375002,82,1620.409101
-102.546539,107,1620.514511
-13.960287,1600,1621.723668
-11.193225,1600,1623.215505
-9.444221,1600,1625.86758
-10.934023,1600,1626.913012
-13.9503,1600,1627.905347
-101.706974,73,1627.944398
